Muscle_Group,Exercise,Difficulty_Level,Equipment_Required,Target_Intensity,Primary_Muscle_Group,Secondary_Muscle_Group,Exercise_Duration,Recovery_Time,Exercise_Type,Calories_Burned,Exercise_Progression,Injury_Risk_Level
Abs,Kettlebell Figure 8,Intermediate,Kettlebell,Moderate,Core,None,8 minutes,2 minutes,Strength,80,Increase weight,Low
Erector Spinae,Kettlebell Figure 8,Intermediate,Kettlebell,Moderate,Core,,8 minutes,2 minutes,Strength,80,Increase weight,Low
Full Body,Kettlebell Figure 8,Intermediate,Kettlebell,Moderate,Core,,8 minutes,2 minutes,Strength,80,Increase weight,Low
Hip,Kettlebell Figure 8,Intermediate,Kettlebell,Moderate,Core,,8 minutes,2 minutes,Strength,80,Increase weight,Low
Leg,Kettlebell Figure 8,Intermediate,Kettlebell,Moderate,Core,,8 minutes,2 minutes,Strength,80,Increase weight,Low
Hip,Smith Machine Hip Thrust,Intermediate,Smith Machine,Moderate,Hips,Glutes,10 minutes,2 minutes,Strength,90,Increase weight,Low
Hip,Resistance Band Hip Thrust,Intermediate,Resistance Band,Moderate,Hips,Glutes,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Hip,Resistance Band Hip Thrusts on Knees,Intermediate,Resistance Band,Moderate,Hips,Glutes,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Forearm,Barbell Finger Curl,Intermediate,Barbell,Moderate,Forearms,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Forearm,Dumbbell Finger Curl,Intermediate,Dumbbell,Moderate,Forearms,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Back / Wing,Dumbbell Renegade Row,Intermediate,Dumbbell,Moderate,Back,None,12 minutes,3 minutes,Strength,100,Increase weight,Moderate
Full Body,Dumbbell Renegade Row,Intermediate,Dumbbell,Moderate,Back,,12 minutes,3 minutes,Strength,100,Increase weight,Moderate
Abs,Ball Russian Twist throw with partner,Intermediate,Medicine Ball,Moderate,Core,Obliques,8 minutes,2 minutes,Strength,80,Increase weight,Low
Shoulders,Kettlebell Lateral Raise,Intermediate,Kettlebell,Moderate,Shoulders,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Erector Spinae,Barbell Single Leg Deadlift,Intermediate,Barbell,Moderate,Lower Back,Glutes,12 minutes,3 minutes,Strength,100,Increase weight,Moderate
Hip,Barbell Single Leg Deadlift,Intermediate,Barbell,Moderate,Lower Back,Glutes,12 minutes,3 minutes,Strength,100,Increase weight,Moderate
Leg,Barbell Single Leg Deadlift,Intermediate,Barbell,Moderate,Lower Back,Glutes,12 minutes,3 minutes,Strength,100,Increase weight,Moderate
Erector Spinae,Dumbbell Single Leg Deadlift,Intermediate,Dumbbell,Moderate,Lower Back,Glutes,12 minutes,3 minutes,Strength,100,Increase weight,Moderate
Hip,Dumbbell Single Leg Deadlift,Intermediate,Dumbbell,Moderate,Lower Back,Glutes,12 minutes,3 minutes,Strength,100,Increase weight,Moderate
Leg,Dumbbell Single Leg Deadlift,Intermediate,Dumbbell,Moderate,Lower Back,Glutes,12 minutes,3 minutes,Strength,100,Increase weight,Moderate
Chest,Dumbbell Reverse Grip 30 Degrees Incline Bench Press,Intermediate,Dumbbell,Moderate,Chest,Triceps,12 minutes,3 minutes,Strength,100,Increase weight,Moderate
Biceps,Close Grip Barbell Curl,Intermediate,Barbell,Moderate,Biceps,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Leg,Seated Leg Extension with Resistance Band,Intermediate,Resistance Band,Moderate,Legs,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Erector Spinae,Good Morning With Resistance Band,Intermediate,Resistance Band,Moderate,Lower Back,None,12 minutes,3 minutes,Strength,100,Increase resistance,Moderate
Leg,Good Morning With Resistance Band,Intermediate,Resistance Band,Moderate,Lower Back,,12 minutes,3 minutes,Strength,100,Increase resistance,Moderate
Hip,Dumbbell Bench Squat,Intermediate,Dumbbell,Moderate,Hips,Quads,10 minutes,2 minutes,Strength,90,Increase weight,Low
Leg,Dumbbell Bench Squat,Intermediate,Dumbbell,Moderate,Hips,Quads,10 minutes,2 minutes,Strength,90,Increase weight,Low
Abs,Seated Ab Crunch Machine,Intermediate,Crunch Machine,Moderate,Core,None,8 minutes,2 minutes,Strength,80,Increase resistance,Low
Hip,Pendulum Squat,Intermediate,None,Moderate,Hips,Quads,10 minutes,2 minutes,Strength,90,Increase reps,Low
Leg,Pendulum Squat,Intermediate,,Moderate,Hips,Quads,10 minutes,2 minutes,Strength,90,Increase reps,Low
Back / Wing,Band Assisted Pull-up,Beginner,Resistance Band,Low,Back,Biceps,10 minutes,2 minutes,Strength,90,None,Low
Abs,Dumbbell Windmill,Intermediate,Dumbbell,Moderate,Core,Obliques,10 minutes,2 minutes,Strength,90,Increase weight,Low
Shoulders,Dumbbell Windmill,Intermediate,Dumbbell,Moderate,Core,Obliques,10 minutes,2 minutes,Strength,90,Increase weight,Low
Erector Spinae,Rolling Like a Ball,Beginner,None,Low,Lower Back,None,8 minutes,1 minute,Strength,70,Increase duration,Low
Full Body,Dumbbell Iron Cross,Advanced,Dumbbell,High,Full Body,None,15 minutes,3 minutes,Strength,200,Increase weight,High
Hip,Dumbbell Iron Cross,Advanced,Dumbbell,High,Full Body,,15 minutes,3 minutes,Strength,200,Increase weight,High
Leg,Dumbbell Iron Cross,Advanced,Dumbbell,High,Full Body,,15 minutes,3 minutes,Strength,200,Increase weight,High
Shoulders,Dumbbell Iron Cross,Advanced,Dumbbell,High,Full Body,,15 minutes,3 minutes,Strength,200,Increase weight,High
Chest,Incline Landmine Press,Intermediate,Landmine,Moderate,Chest,Shoulders,10 minutes,2 minutes,Strength,90,Increase weight,Low
Shoulders,Incline Landmine Press,Intermediate,Landmine,Moderate,Chest,Shoulders,10 minutes,2 minutes,Strength,90,Increase weight,Low
Hip,Box Pistol Squat,Advanced,None,High,Hips,Quads,15 minutes,3 minutes,Strength,200,Increase reps,High
Leg,Box Pistol Squat,Advanced,,High,Hips,Quads,15 minutes,3 minutes,Strength,200,Increase reps,High
Calisthenic,Ring Dips,Advanced,Rings,High,Upper Body,None,10 minutes,3 minutes,Strength,120,Increase reps,High
Chest,Ring Dips,Advanced,Rings,High,Upper Body,,10 minutes,3 minutes,Strength,120,Increase reps,High
Full Body,Ring Dips,Advanced,Rings,High,Upper Body,,10 minutes,3 minutes,Strength,120,Increase reps,High
Triceps,Ring Dips,Advanced,Rings,High,Upper Body,,10 minutes,3 minutes,Strength,120,Increase reps,High
Hip,Sitting Rotation Hip Stretch,Beginner,None,Low,Hips,None,5 minutes,1 minute,Stretch,10,None,Low
Leg,Sitting Rotation Hip Stretch,Beginner,,Low,Hips,,5 minutes,1 minute,Stretch,10,,Low
Hip,Supported One Leg Standing Hip Flexor And Knee Extensor Stretch,Beginner,None,Low,Hips,None,5 minutes,1 minute,Stretch,10,None,Low
Leg,Supported One Leg Standing Hip Flexor And Knee Extensor Stretch,Beginner,,Low,Hips,,5 minutes,1 minute,Stretch,10,,Low
Hip,Squat mobility Complex,Beginner,None,Low,Hips,None,5 minutes,1 minute,Stretch,10,None,Low
Leg,Squat mobility Complex,Beginner,,Low,Hips,,5 minutes,1 minute,Stretch,10,,Low
Chest,Cobra Push-up,Beginner,None,Low,Chest,Triceps,5 minutes,1 minute,Strength,50,Increase reps,Low
Chest,Shoulder Tap Push-up,Intermediate,None,Moderate,Chest,Shoulders,8 minutes,2 minutes,Strength,80,Increase reps,Low
Calisthenic,Single Arm Raise Push-up,Intermediate,None,Moderate,Upper Body,None,8 minutes,2 minutes,Strength,80,Increase reps,Low
Chest,Single Arm Raise Push-up,Intermediate,,Moderate,Upper Body,,8 minutes,2 minutes,Strength,80,Increase reps,Low
Triceps,Single Arm Raise Push-up,Intermediate,,Moderate,Upper Body,,8 minutes,2 minutes,Strength,80,Increase reps,Low
Chest,Suspended Push-Up,Intermediate,Suspension Trainer,Moderate,Chest,Triceps,10 minutes,2 minutes,Strength,90,Increase duration,Low
Triceps,Suspended Push-Up,Intermediate,Suspension Trainer,Moderate,Chest,Triceps,10 minutes,2 minutes,Strength,90,Increase duration,Low
Chest,Close-grip Dumbbell Push-Up,Intermediate,Dumbbell,Moderate,Chest,Triceps,10 minutes,2 minutes,Strength,90,Increase weight,Low
Triceps,Close-grip Dumbbell Push-Up,Intermediate,Dumbbell,Moderate,Chest,Triceps,10 minutes,2 minutes,Strength,90,Increase weight,Low
Chest,Medicine Ball Push-Up,Intermediate,Medicine Ball,Moderate,Chest,Triceps,10 minutes,2 minutes,Strength,90,Increase weight,Low
Triceps,Medicine Ball Push-Up,Intermediate,Medicine Ball,Moderate,Chest,Triceps,10 minutes,2 minutes,Strength,90,Increase weight,Low
Chest,Single Arm Push-Up on Medicine Ball,Intermediate,Medicine Ball,Moderate,Chest,Triceps,10 minutes,2 minutes,Strength,90,Increase weight,Low
Triceps,Single Arm Push-Up on Medicine Ball,Intermediate,Medicine Ball,Moderate,Chest,Triceps,10 minutes,2 minutes,Strength,90,Increase weight,Low
Chest,Weighted Vest Push-up,Intermediate,Weighted Vest,Moderate,Chest,Triceps,10 minutes,2 minutes,Strength,90,Increase weight,Low
Biceps,One Arm Cable Bicep Curl,Intermediate,Cable Machine,Moderate,Biceps,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Biceps,Single Arm Reverse Grip Cable Bicep Curl,Intermediate,Cable Machine,Moderate,Biceps,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Forearm,Single Arm Reverse Grip Cable Bicep Curl,Intermediate,Cable Machine,Moderate,Biceps,,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Cardio,Assault AirBike,Beginner,Assault AirBike,Low,Cardio,None,10 minutes,2 minutes,Aerobic,80,None,Low
Cardio,Recumbent Exercise Bike,Beginner,Recumbent Bike,Low,Cardio,None,10 minutes,2 minutes,Aerobic,80,None,Low
Chest,Medicine Ball Overhead Throw,Beginner,Medicine Ball,Low,Chest,None,8 minutes,1 minute,Strength,70,Increase weight,Low
Shoulders,Medicine Ball Overhead Throw,Beginner,Medicine Ball,Low,Chest,,8 minutes,1 minute,Strength,70,Increase weight,Low
Triceps,Medicine Ball Overhead Throw,Beginner,Medicine Ball,Low,Chest,,8 minutes,1 minute,Strength,70,Increase weight,Low
Chest,Standing Medicine Ball Chest Pass,Beginner,Medicine Ball,Low,Chest,Shoulders,8 minutes,1 minute,Strength,70,Increase weight,Low
Abs,One Arm Medicine Ball Slam,Intermediate,Medicine Ball,Moderate,Core,Shoulders,10 minutes,2 minutes,Strength,90,Increase weight,Moderate
Chest,One Arm Medicine Ball Slam,Intermediate,Medicine Ball,Moderate,Core,Shoulders,10 minutes,2 minutes,Strength,90,Increase weight,Moderate
Full Body,One Arm Medicine Ball Slam,Intermediate,Medicine Ball,Moderate,Core,Shoulders,10 minutes,2 minutes,Strength,90,Increase weight,Moderate
Shoulders,One Arm Medicine Ball Slam,Intermediate,Medicine Ball,Moderate,Core,Shoulders,10 minutes,2 minutes,Strength,90,Increase weight,Moderate
Forearm,Barbell Reverse Wrist Curl Over a Bench,Intermediate,Barbell,Moderate,Forearms,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Biceps,Water Bottle Hammer Curl,Beginner,Water Bottle,Low,Biceps,None,8 minutes,1 minute,Strength,70,Increase reps,Low
Forearm,Water Bottle Hammer Curl,Beginner,Water Bottle,Low,Biceps,,8 minutes,1 minute,Strength,70,Increase reps,Low
Biceps,Seated Alternating Dumbbell Curl,Intermediate,Dumbbell,Moderate,Biceps,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Shoulders,Dumbbell Single Arm Lateral Raise,Intermediate,Dumbbell,Moderate,Shoulders,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Shoulders,Dumbbell Seated Alternate Front Raise,Intermediate,Dumbbell,Moderate,Shoulders,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Hip,Side Lying Hip Adduction,Beginner,None,Low,Hips,Inner Thigh,8 minutes,1 minute,Strength,70,Increase reps,Low
Hip,Side Hip Abduction,Beginner,None,Low,Hips,Glutes,8 minutes,1 minute,Strength,70,Increase reps,Low
Abs,Side Lying Feet Raise,Beginner,None,Low,Core,Obliques,8 minutes,1 minute,Strength,70,Increase reps,Low
Hip,Side Lying Feet Raise,Beginner,,Low,Core,Obliques,8 minutes,1 minute,Strength,70,Increase reps,Low
Biceps,Seated Bicep Curl With Resistance Band,Intermediate,Resistance Band,Moderate,Biceps,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Abs,Dhanurasana | Rocking Bow Pose,Beginner,None,Low,Core,None,5 minutes,1 minute,Stretch,10,None,Low
Erector Spinae,Dhanurasana | Rocking Bow Pose,Beginner,,Low,Core,,5 minutes,1 minute,Stretch,10,,Low
Yoga,Dhanurasana | Rocking Bow Pose,Beginner,,Low,Core,,5 minutes,1 minute,Stretch,10,,Low
Back / Wing,Standing Banded Row,Intermediate,Resistance Band,Moderate,Back,None,12 minutes,3 minutes,Strength,100,Increase resistance,Moderate
Triceps,Rear Drive With Resistance Band,Intermediate,Resistance Band,Moderate,Triceps,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Biceps,One-Arm Biceps Curl With Resistance Band,Intermediate,Resistance Band,Moderate,Biceps,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Hip,Single Stiff Leg Deadlift With Resistance Band,Intermediate,Resistance Band,Moderate,Hips,Glutes,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Hip,Pull through With Resistance Band,Intermediate,Resistance Band,Moderate,Hips,Glutes,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Abs,Seated Twist With Resistance Band,Intermediate,Resistance Band,Moderate,Core,Obliques,8 minutes,2 minutes,Strength,80,Increase resistance,Low
Abs,Twist With Resistance Band,Intermediate,Resistance Band,Moderate,Core,Obliques,8 minutes,2 minutes,Strength,80,Increase resistance,Low
Abs,Twist down up With Resistance Band,Intermediate,Resistance Band,Moderate,Core,Obliques,8 minutes,2 minutes,Strength,80,Increase resistance,Low
Chest,Standing incline chest press With Resistance Band,Intermediate,Resistance Band,Moderate,Chest,None,12 minutes,3 minutes,Strength,100,Increase resistance,Moderate
Erector Spinae,Swing | Gymstick,Intermediate,Gymstick,Moderate,Lower Back,None,12 minutes,3 minutes,Strength,100,Increase resistance,Moderate
Hip,Swing | Gymstick,Intermediate,Gymstick,Moderate,Lower Back,,12 minutes,3 minutes,Strength,100,Increase resistance,Moderate
Shoulders,Swing | Gymstick,Intermediate,Gymstick,Moderate,Lower Back,,12 minutes,3 minutes,Strength,100,Increase resistance,Moderate
Leg,Standing Straight Leg Raise With Resistance Band,Intermediate,Resistance Band,Moderate,Legs,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Leg,Standing Leg Raise With Resistance Band,Intermediate,Resistance Band,Moderate,Legs,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Leg,Standing Leg Extension With Resistance Band,Intermediate,Resistance Band,Moderate,Legs,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Leg,Standing Leg Curl With Resistance Band,Intermediate,Resistance Band,Moderate,Legs,Hamstrings,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Shoulders,Side Bend Press | Gymstick,Intermediate,Gymstick,Moderate,Shoulders,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Triceps,Standing Triceps Extension | Gymstick,Intermediate,Gymstick,Moderate,Triceps,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Shoulders,Single Arm Upright Row | Gymstick,Intermediate,Gymstick,Moderate,Shoulders,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Trapezius,Single Arm Upright Row | Gymstick,Intermediate,Gymstick,Moderate,Shoulders,,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Erector Spinae,Single Leg Reverse Hyperextension | Gymstick,Intermediate,Gymstick,Moderate,Lower Back,Glutes,12 minutes,3 minutes,Strength,100,Increase resistance,Moderate
Hip,Single Leg Reverse Hyperextension | Gymstick,Intermediate,Gymstick,Moderate,Lower Back,Glutes,12 minutes,3 minutes,Strength,100,Increase resistance,Moderate
Abs,Standing Side Bend | Gymstick,Intermediate,Gymstick,Moderate,Core,Obliques,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Shoulders,Behind the Head Military Press | Gymstick,Intermediate,Gymstick,Moderate,Shoulders,Triceps,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Hip,Split Squat | Gymstick,Intermediate,Gymstick,Moderate,Hips,Quads,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Leg,Split Squat | Gymstick,Intermediate,Gymstick,Moderate,Hips,Quads,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Hip,Squat | Gymstick,Intermediate,Gymstick,Moderate,Hips,Quads,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Leg,Squat | Gymstick,Intermediate,Gymstick,Moderate,Hips,Quads,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Triceps,Banded Overhead Triceps Extension,Intermediate,Resistance Band,Moderate,Triceps,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Triceps,Overhead Triceps Extension | Gymstick,Intermediate,Gymstick,Moderate,Triceps,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Shoulders,Skier | Gymstick,Intermediate,Gymstick,Moderate,Shoulders,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Abs,Banded Lying leg and hip raise,Intermediate,Resistance Band,Moderate,Core,Lower Abs,8 minutes,2 minutes,Strength,80,Increase resistance,Low
Leg,Banded Lying Leg Curl,Intermediate,Resistance Band,Moderate,Legs,Hamstrings,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Chest,Middle Chest fly With Resistance Band,Intermediate,Resistance Band,Moderate,Chest,None,12 minutes,3 minutes,Strength,100,Increase resistance,Moderate
Leg,Lying Alternate Leg Press | Gymstick,Intermediate,Gymstick,Moderate,Legs,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Hip,Kneeling Single Leg Kick | Gymstick,Intermediate,Gymstick,Moderate,Hips,Glutes,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Abs,Banded Jack knife sit-up,Intermediate,Resistance Band,Moderate,Core,Lower Abs,8 minutes,2 minutes,Strength,80,Increase resistance,Low
Chest,Kneeling Incline Press | Gymstick,Intermediate,Gymstick,Moderate,Chest,None,12 minutes,3 minutes,Strength,100,Increase resistance,Moderate
Chest,Low Chest Fly With Resistance Band,Intermediate,Resistance Band,Moderate,Chest,None,12 minutes,3 minutes,Strength,100,Increase resistance,Moderate
Back / Wing,Kneeling Pulldown With Resistance Band,Intermediate,Resistance Band,Moderate,Back,None,12 minutes,3 minutes,Strength,100,Increase resistance,Moderate
Shoulders,Face Pull With Resistance Band,Intermediate,Resistance Band,Moderate,Shoulders,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Trapezius,Face Pull With Resistance Band,Intermediate,Resistance Band,Moderate,Shoulders,,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Abs,Down to Up Twist |Gymstick,Intermediate,Gymstick,Moderate,Core,Obliques,8 minutes,2 minutes,Strength,80,Increase resistance,Low
Back / Wing,Bent Over Row | Gymstick,Intermediate,Gymstick,Moderate,Back,None,12 minutes,3 minutes,Strength,100,Increase resistance,Moderate
Shoulders,Bent Over Row | Gymstick,Intermediate,Gymstick,Moderate,Back,,12 minutes,3 minutes,Strength,100,Increase resistance,Moderate
Chest,High Chest Fly With Resistance Band,Intermediate,Resistance Band,Moderate,Chest,None,12 minutes,3 minutes,Strength,100,Increase resistance,Moderate
Abs,Bicycle Crunch | Gymstick,Intermediate,Gymstick,Moderate,Core,Obliques,8 minutes,2 minutes,Strength,80,Increase resistance,Low
Hip,Pin Squat,Advanced,Barbell,High,Hips,Quads,15 minutes,3 minutes,Strength,200,Increase weight,High
Leg,Pin Squat,Advanced,Barbell,High,Hips,Quads,15 minutes,3 minutes,Strength,200,Increase weight,High
Cardio,The Box Jump,Beginner,None,Low,Cardio,None,10 minutes,2 minutes,Aerobic,80,None,Low
Hip,The Box Jump,Beginner,,Low,Cardio,,10 minutes,2 minutes,Aerobic,80,,Low
Leg,The Box Jump,Beginner,,Low,Cardio,,10 minutes,2 minutes,Aerobic,80,,Low
Chest,Decline Push-up,Beginner,None,Low,Chest,Triceps,5 minutes,1 minute,Strength,50,Increase reps,Low
Abs,Plank Jacks / Extended Leg,Intermediate,None,Moderate,Core,None,8 minutes,2 minutes,Strength,80,Increase reps,Low
Back / Wing,Battle Rope,Intermediate,Battle Rope,Moderate,Back,None,10 minutes,2 minutes,Strength,90,Increase duration,Low
Cardio,Battle Rope,Intermediate,Battle Rope,Moderate,Back,,10 minutes,2 minutes,Strength,90,Increase duration,Low
Full Body,Battle Rope,Intermediate,Battle Rope,Moderate,Back,,10 minutes,2 minutes,Strength,90,Increase duration,Low
Shoulders,Battle Rope,Intermediate,Battle Rope,Moderate,Back,,10 minutes,2 minutes,Strength,90,Increase duration,Low
